,ID_Start_Location,freq.loc,Start_Lat,Start_Lng,End_Lat,End_Lng,Start_Time,End_Time,differ_HHMM,Start_hms,End_hms,Year,Month,Day,Date,Start_Hour_numric,End_Hour_numric,Accident.Description,Severity,Distance.mi.,Traffic.Speed,Traffic.Speed.No.Accident,Number,Street,Street_Category,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Weather_Condition_Timestamp,Temperature.F.,Nautical_Twilight,Astronomical_Twilight,Wind_Chill.F.,Humidity...,Pressure.in.,Visibility.mi.,Wind_Direction,Wind_Speed.mph.,Precipitation.in.,Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Civil_Twilight,Nautical_Twilight.1,Astronomical_Twilight.1.1,Astronomical_Twilight.1
649,19,6,40.86157,-73.91328,40.86157,-73.91328,2020-02-24 15:13,2020-02-24 17:28,2:15,15:13:00,17:28:00,2020,2,24,2020-02-24,15,17,Right lane blocked,3,0,20,82,0,Major Deegan Expy S,County Highways,R,Bronx,Bronx,NY,10453,US,US/Eastern,KLGA,2020-02-24 14:51,2020-02-24 14:51,58,Day,Day,58,17,29.96,10,SSE,10,0,Mostly Cloudy,0,0,0,0,0,0,0,0,0,0,0,0,Day,Day,Day,Day
650,19,6,40.86157,-73.91328,40.86157,-73.91328,2020-06-03 17:03,2020-06-03 18:02,0:59,17:03:00,18:02:00,2020,6,3,2020-06-03,17,18,Two lanes blocked,3,0,15,72,0,Major Deegan Expy S,County Highways,R,Bronx,Bronx,NY,10453,US,US/Eastern,KLGA,2020-06-03 16:51,2020-06-03 16:51,81,Day,Day,81,54,29.58,10,WSW,12,0,Mostly Cloudy,0,0,0,0,0,0,0,0,0,0,0,0,Day,Day,Day,Day
651,19,6,40.86157,-73.91328,40.86157,-73.91328,2019-10-13 20:19,2019-10-13 21:21,1:02,20:19:00,21:21:00,2019,10,13,2019-10-13,20,21,Right lane blocked,3,0,38,80,0,Major Deegan Expy S,County Highways,R,Bronx,Bronx,NY,10453,US,US/Eastern,KLGA,2019-10-13 19:51,2019-10-13 19:51,61,Night,Night,61,60,30.02,10,S,9,0,Mostly Cloudy,0,0,0,0,0,0,0,0,0,0,0,0,Night,Night,Night,Night
652,19,6,40.86157,-73.91328,40.86157,-73.91328,2019-11-03 20:26,2019-11-03 20:55,0:29,20:26:00,20:55:00,2019,11,3,2019-11-03,20,20,Right lane blocked,3,0,38,88,0,Major Deegan Expy S,County Highways,R,Bronx,Bronx,NY,10453,US,US/Eastern,KLGA,2019-11-03 20:51,2019-11-03 20:51,48,Night,Night,43,44,30.2,10,WNW,12,0,Fair,0,0,0,0,0,0,0,0,0,0,0,0,Night,Night,Night,Night
653,19,6,40.86157,-73.91328,40.86157,-73.91328,2019-07-04 22:06,2019-07-04 22:36,0:30,22:06:00,22:36:00,2019,7,4,2019-07-04,22,22,Right lane blocked,3,0,36,82,0,Major Deegan Expy S,County Highways,R,Bronx,Bronx,NY,10453,US,US/Eastern,KLGA,2019-07-04 21:51,2019-07-04 21:51,78,Night,Day,78,68,30.1,9,S,7,0,Mostly Cloudy,0,0,0,0,0,0,0,0,0,0,0,0,Night,Night,Day,Day
654,30,6,40.87426,-73.90547,40.87777,-73.90394,2019-05-31 0:53,2019-05-31 1:22,0:29,0:53:00,1:22:00,2019,5,31,2019-05-31,0,1,Two lanes blocked,2,0.255,43,88,0,Major Deegan Expy N,County Highways,R,Bronx,Bronx,NY,10463,US,US/Eastern,KLGA,2019-05-31 0:51,2019-05-31 0:51,63,Night,Night,63,93,29.64,2,NE,3,0.09,Light Rain,0,0,0,0,1,0,0,0,0,0,0,0,Night,Night,Night,Night
655,30,6,40.87426,-73.90547,40.88816,-73.89237,2019-05-04 4:42,2019-05-04 5:10,0:28,4:42:00,5:10:00,2019,5,4,2019-05-04,4,5,Road closed,4,1.179,0,70,0,Major Deegan Expy N,County Highways,R,Bronx,Bronx,NY,10463,US,US/Eastern,KLGA,2019-05-04 4:51,2019-05-04 4:51,51,Night,Day,51,96,29.86,4,ENE,3,0,Mostly Cloudy,0,0,0,0,1,0,0,0,0,0,0,0,Night,Night,Day,Day
656,30,6,40.87426,-73.90547,40.87777,-73.90394,2019-05-22 15:17,2019-05-22 15:46,0:29,15:17:00,15:46:00,2019,5,22,2019-05-22,15,15,Right lane blocked,2,0.255,26,88,0,Major Deegan Expy N,County Highways,R,Bronx,Bronx,NY,10463,US,US/Eastern,KLGA,2019-05-22 14:51,2019-05-22 14:51,73,Day,Day,73,22,30.19,10,N,9,0,Mostly Cloudy,0,0,0,0,1,0,0,0,0,0,0,0,Day,Day,Day,Day
657,30,6,40.87426,-73.90547,40.87777,-73.90394,2019-06-03 21:15,2019-06-03 21:45,0:30,21:15:00,21:45:00,2019,6,3,2019-06-03,21,21,Two lanes blocked,3,0.255,38,80,0,Major Deegan Expy N,County Highways,R,Bronx,Bronx,NY,10463,US,US/Eastern,KLGA,2019-06-03 20:51,2019-06-03 20:51,66,Day,Day,66,33,29.97,10,NW,14,0,Fair,0,0,0,0,1,0,0,0,0,0,0,0,Night,Day,Day,Day
658,30,6,40.87426,-73.90547,40.87426,-73.90547,2020-04-20 23:27,2020-04-21 1:48,2:21,23:27:00,1:48:00,2020,4,20,2020-04-20,23,1,Right lane blocked,3,0,40,82,0,Major Deegan Expy N,County Highways,R,Bronx,Bronx,NY,10463,US,US/Eastern,KLGA,2020-04-20 23:51,2020-04-20 23:51,50,Night,Night,50,41,29.67,10,S,6,0,Fair,0,0,0,0,1,0,0,0,0,0,0,0,Night,Night,Night,Night
659,30,6,40.87426,-73.90547,40.87426,-73.90547,2020-04-20 23:42,2020-04-21 0:42,1:00,23:42:00,0:42:00,2020,4,20,2020-04-20,23,0,Right lane blocked,3,0,40,82,0,Major Deegan Expy N,County Highways,R,Bronx,Bronx,NY,10463,US,US/Eastern,KLGA,2020-04-20 23:51,2020-04-20 23:51,50,Night,Night,50,41,29.67,10,S,6,0,Fair,0,0,0,0,1,0,0,0,0,0,0,0,Night,Night,Night,Night
660,85,11,40.87827,-73.86997,40.87827,-73.86997,2018-03-27 6:58,2018-03-27 7:28,0:30,6:58:00,7:28:00,2018,3,27,2018-03-27,6,7,Right lane blocked,2,0,29,82,0,Bronx River Pkwy N,County Highways,R,Bronx,Bronx,NY,10467,US,US/Eastern,KLGA,2018-03-27 6:51,2018-03-27 6:51,36,Day,Day,30.3,67,30.58,10,ENE,6.9,0,Mostly Cloudy,0,0,0,0,0,0,0,0,0,0,0,1,Day,Day,Day,Day
661,85,11,40.87827,-73.86997,40.87827,-73.86997,2018-01-18 7:46,2018-01-18 8:16,0:30,7:46:00,8:16:00,2018,1,18,2018-01-18,7,8,Right lane blocked,2,0,23,68,0,Bronx River Pkwy N,County Highways,R,Bronx,Bronx,NY,10467,US,US/Eastern,KLGA,2018-01-18 7:51,2018-01-18 7:51,21.9,Day,Day,8.7,58,30.07,10,WNW,15,0,Scattered Clouds,0,0,0,0,0,0,0,0,0,0,0,1,Day,Day,Day,Day
662,85,11,40.87827,-73.86997,40.87827,-73.86997,2016-07-14 8:38,2016-07-14 9:23,0:45,8:38:00,9:23:00,2016,7,14,2016-07-14,8,9,Right lane blocked,2,0,24,88,0,Bronx River Pkwy N,County Highways,R,Bronx,Bronx,NY,10467,US,US/Eastern,KLGA,2016-07-14 8:37,2016-07-14 8:37,79,Day,Day,0,84,29.93,10,South,9.2,0,Overcast,0,0,0,0,0,0,0,0,0,0,0,1,Day,Day,Day,Day
663,85,11,40.87827,-73.86997,0,0,2017-03-08 14:37,2017-03-08 15:22,0:45,14:37:00,15:22:00,2017,3,8,2017-03-08,14,15,One lane blocked ,2,0.01,23,80,0,Bronx River Pkwy N,County Highways,R,Bronx,Bronx,NY,10467,US,US/Eastern,KLGA,2017-03-08 14:51,2017-03-08 14:51,61,Day,Day,0,21,29.93,10,West,26.5,0,Scattered Clouds,0,0,0,0,0,0,0,0,0,0,0,1,Day,Day,Day,Day
664,85,11,40.87827,-73.86997,0,0,2018-05-07 14:10,2018-05-07 15:09,0:59,14:10:00,15:09:00,2018,5,7,2018-05-07,14,15,Right lane blocked,2,0,23,88,0,Bronx River Pkwy N,County Highways,R,Bronx,Bronx,NY,10467,US,US/Eastern,KLGA,2018-05-07 13:51,2018-05-07 13:51,72,Day,Day,0,43,30.06,10,ENE,6.9,0,Partly Cloudy,0,0,0,0,0,0,0,0,0,0,0,1,Day,Day,Day,Day
665,85,11,40.87827,-73.86997,40.87827,-73.86997,2018-09-03 15:23,2018-09-03 15:53,0:30,15:23:00,15:53:00,2018,9,3,2018-09-03,15,15,Right hand shoulder blocked ,2,0,26,82,0,Bronx River Pkwy N,County Highways,R,Bronx,Bronx,NY,10467,US,US/Eastern,KLGA,2018-09-03 15:51,2018-09-03 15:51,89.1,Day,Day,0,59,30.18,10,South,12.7,0,Scattered Clouds,0,0,0,0,0,0,0,0,0,0,0,1,Day,Day,Day,Day
666,85,11,40.87827,-73.86997,0,0,2016-10-04 16:02,2016-10-04 17:00,0:58,16:02:00,17:00:00,2016,10,4,2016-10-04,16,17,Right lane blocked,2,0,27,74,0,Bronx River Pkwy N,County Highways,R,Bronx,Bronx,NY,10467,US,US/Eastern,KLGA,2016-10-04 15:51,2016-10-04 15:51,70,Day,Day,0,57,30.26,10,NE,11.5,0,Scattered Clouds,0,0,0,0,0,0,0,0,0,0,0,1,Day,Day,Day,Day
667,85,11,40.87827,-73.86997,40.87827,-73.86997,2017-09-15 18:26,2017-09-15 19:11,0:45,18:26:00,19:11:00,2017,9,15,2017-09-15,18,19,Right lane blocked,2,0,21,82,0,Bronx River Pkwy N,County Highways,R,Bronx,Bronx,NY,10467,US,US/Eastern,KLGA,2017-09-15 18:51,2017-09-15 18:51,77,Day,Day,0,69,30.05,10,South,9.2,0,Mostly Cloudy,0,0,0,0,0,0,0,0,0,0,0,1,Day,Day,Day,Day
668,85,11,40.87827,-73.86997,0,0,2018-06-12 18:26,2018-06-12 18:56,0:30,18:26:00,18:56:00,2018,6,12,2018-06-12,18,18,Two lanes blocked,2,0,21,67,0,Bronx River Pkwy N,County Highways,R,Bronx,Bronx,NY,10467,US,US/Eastern,KLGA,2018-06-12 18:51,2018-06-12 18:51,68,Day,Day,0,45,30.11,10,South,17.3,0,Scattered Clouds,0,0,0,0,0,0,0,0,0,0,0,1,Day,Day,Day,Day
669,85,11,40.87827,-73.86997,40.87827,-73.86997,2017-10-12 20:34,2017-10-12 21:19,0:45,20:34:00,21:19:00,2017,10,12,2017-10-12,20,21,Right hand shoulder blocked ,2,0,39,80,0,Bronx River Pkwy N,County Highways,R,Bronx,Bronx,NY,10467,US,US/Eastern,KLGA,2017-10-12 20:51,2017-10-12 20:51,60.1,Night,Night,0,55,30.39,10,East,12.7,0,Mostly Cloudy,0,0,0,0,0,0,0,0,0,0,0,1,Night,Night,Night,Night
670,85,11,40.87827,-73.86997,40.87827,-73.86997,2018-03-01 20:17,2018-03-01 21:02,0:45,20:17:00,21:02:00,2018,3,1,2018-03-01,20,21,Right lane blocked,2,0,39,82,0,Bronx River Pkwy N,County Highways,R,Bronx,Bronx,NY,10467,US,US/Eastern,KLGA,2018-03-01 20:40,2018-03-01 20:40,54,Night,Night,0,59,29.61,10,ESE,10.4,0,Light Rain,0,0,0,0,0,0,0,0,0,0,0,1,Night,Night,Night,Night
671,37,7,40.88065,-73.86929,40.87624,-73.87085,2018-01-18 7:49,2018-01-18 13:49,6:00,7:49:00,13:49:00,2018,1,18,2018-01-18,7,13,Right lane blocked,2,0.315,23,77,0,Bronx River Pkwy S,County Highways,R,Bronx,Bronx,NY,10467,US,US/Eastern,KLGA,2018-01-18 7:51,2018-01-18 7:51,21.9,Day,Day,8.7,58,30.07,10,WNW,15,0,Scattered Clouds,0,0,0,0,0,0,0,0,0,0,0,0,Day,Day,Day,Day
672,37,7,40.88065,-73.86929,40.87624,-73.87085,2019-01-11 15:34,2019-01-11 16:04,0:30,15:34:00,16:04:00,2019,1,11,2019-01-11,15,16,Right lane blocked,2,0.315,26,75,0,Bronx River Pkwy S,County Highways,R,Bronx,Bronx,NY,10467,US,US/Eastern,KLGA,2019-01-11 15:51,2019-01-11 15:51,30.9,Day,Day,18.4,33,30.27,10,WNW,20.7,0,Scattered Clouds,0,0,0,0,0,0,0,0,0,0,0,0,Day,Day,Day,Day
673,37,7,40.88065,-73.86929,40.87624,-73.87085,2017-12-01 16:52,2017-12-01 22:52,6:00,16:52:00,22:52:00,2017,12,1,2017-12-01,16,22,Right lane blocked,2,0.315,27,74,0,Bronx River Pkwy S,County Highways,R,Bronx,Bronx,NY,10467,US,US/Eastern,KLGA,2017-12-01 16:51,2017-12-01 16:51,50,Day,Day,0,48,30.22,10,WNW,10.4,0,Partly Cloudy,0,0,0,0,0,0,0,0,0,0,0,0,Day,Day,Day,Day
674,37,7,40.88065,-73.86929,40.87624,-73.87085,2020-01-18 16:45,2020-01-18 21:44,4:59,16:45:00,21:44:00,2020,1,18,2020-01-18,16,21,Road closed,4,0.315,0,73,0,Bronx River Pkwy S,County Highways,R,Bronx,Bronx,NY,10467,US,US/Eastern,KLGA,2020-01-18 16:51,2020-01-18 16:51,27,Day,Day,20,85,30.13,0.75,S,6,0.05,Light Snow,0,0,0,0,0,0,0,0,0,0,0,0,Day,Day,Day,Day
675,37,7,40.88065,-73.86929,40.87624,-73.87085,2017-09-15 18:30,2017-09-16 0:30,6:00,18:30:00,0:30:00,2017,9,15,2017-09-15,18,0,Right lane blocked,2,0.315,21,82,0,Bronx River Pkwy S,County Highways,R,Bronx,Bronx,NY,10467,US,US/Eastern,KLGA,2017-09-15 18:51,2017-09-15 18:51,77,Day,Day,0,69,30.05,10,South,9.2,0,Mostly Cloudy,0,0,0,0,0,0,0,0,0,0,0,0,Day,Day,Day,Day
676,37,7,40.88065,-73.86929,40.87624,-73.87085,2017-12-21 18:13,2017-12-22 0:13,6:00,18:13:00,0:13:00,2017,12,21,2017-12-21,18,0,Right lane blocked,2,0.315,21,68,0,Bronx River Pkwy S,County Highways,R,Bronx,Bronx,NY,10467,US,US/Eastern,KLGA,2017-12-21 17:51,2017-12-21 17:51,39.9,Night,Night,33.9,40,30.25,10,NNW,9.2,0,Mostly Cloudy,0,0,0,0,0,0,0,0,0,0,0,0,Night,Night,Night,Night
677,37,7,40.88065,-73.86929,40.87624,-73.87085,2018-11-16 18:45,2018-11-16 19:14,0:29,18:45:00,19:14:00,2018,11,16,2018-11-16,18,19,Right lane blocked,2,0.315,21,88,0,Bronx River Pkwy S,County Highways,R,Bronx,Bronx,NY,10467,US,US/Eastern,KLGA,2018-11-16 18:51,2018-11-16 18:51,43,Night,Night,35.1,56,29.86,10,West,17.3,0,Partly Cloudy,0,0,0,0,0,0,0,0,0,0,0,0,Night,Night,Night,Night
678,67,18,40.92158,-73.80969,0,0,2016-08-30 2:23,2016-08-30 3:08,0:45,2:23:00,3:08:00,2016,8,30,2016-08-30,2,3,Right lane blocked,2,0,52,82,0,Hutchinson River Pkwy S,County Highways,R,Pelham,Westchester,NY,10803,US,US/Eastern,KLGA,2016-08-30 2:51,2016-08-30 2:51,75,Night,Night,0,60,30.13,10,NE,11.5,0,Clear,0,0,0,0,1,0,0,0,0,0,0,0,Night,Night,Night,Night
679,67,18,40.92158,-73.80969,0,0,2017-01-17 7:26,2017-01-17 7:55,0:29,7:26:00,7:55:00,2017,1,17,2017-01-17,7,7,Shoulder blocked,2,0.01,23,76,0,Hutchinson River Pkwy S,County Highways,R,Pelham,Westchester,NY,10803,US,US/Eastern,KLGA,2017-01-17 7:27,2017-01-17 7:27,42.1,Day,Day,39.2,62,30.22,8,NW,4.6,0,Overcast,0,0,0,0,1,0,0,0,0,0,0,0,Day,Day,Day,Day
680,67,18,40.92158,-73.80969,0,0,2017-03-27 7:14,2017-03-27 7:44,0:30,7:14:00,7:44:00,2017,3,27,2017-03-27,7,7,Right hand shoulder blocked ,2,0.01,23,73,0,Hutchinson River Pkwy S,County Highways,R,Pelham,Westchester,NY,10803,US,US/Eastern,KLGA,2017-03-27 6:51,2017-03-27 6:51,39.9,Day,Day,32.9,89,30.14,0.5,NE,11.5,0,Light Rain,0,0,0,0,1,0,0,0,0,0,0,0,Day,Day,Day,Day
681,67,18,40.92158,-73.80969,0,0,2016-12-23 8:52,2016-12-23 9:22,0:30,8:52:00,9:22:00,2016,12,23,2016-12-23,8,9,Right lane blocked,2,0.01,24,74,0,Hutchinson River Pkwy S,County Highways,R,Pelham,Westchester,NY,10803,US,US/Eastern,KLGA,2016-12-23 8:51,2016-12-23 8:51,42.1,Day,Day,35.7,49,30.41,10,NW,11.5,0,Partly Cloudy,0,0,0,0,1,0,0,0,0,0,0,0,Day,Day,Day,Day
682,67,18,40.92158,-73.80969,0,0,2017-02-10 8:10,2017-02-10 8:40,0:30,8:10:00,8:40:00,2017,2,10,2017-02-10,8,8,Right hand shoulder blocked ,2,0.01,24,70,0,Hutchinson River Pkwy S,County Highways,R,Pelham,Westchester,NY,10803,US,US/Eastern,KLGA,2017-02-10 7:51,2017-02-10 7:51,23,Day,Day,10.6,40,30.22,10,West,13.8,0,Partly Cloudy,0,0,0,0,1,0,0,0,0,0,0,0,Day,Day,Day,Day
683,67,18,40.92158,-73.80969,0,0,2017-05-12 8:44,2017-05-12 9:14,0:30,8:44:00,9:14:00,2017,5,12,2017-05-12,8,9,Right hand shoulder blocked ,2,0.01,24,68,0,Hutchinson River Pkwy S,County Highways,R,Pelham,Westchester,NY,10803,US,US/Eastern,KLGA,2017-05-12 8:51,2017-05-12 8:51,55.9,Day,Day,0,64,30.08,10,ENE,6.9,0,Scattered Clouds,0,0,0,0,1,0,0,0,0,0,0,0,Day,Day,Day,Day
684,67,18,40.92158,-73.80969,40.92158,-73.80969,2017-09-07 8:12,2017-09-07 8:42,0:30,8:12:00,8:42:00,2017,9,7,2017-09-07,8,8,Right hand shoulder blocked ,2,0,24,66,0,Hutchinson River Pkwy S,County Highways,R,Pelham,Westchester,NY,10803,US,US/Eastern,KLGA,2017-09-07 7:51,2017-09-07 7:51,62.1,Day,Day,0,80,29.87,10,West,9.2,0,Scattered Clouds,0,0,0,0,1,0,0,0,0,0,0,0,Day,Day,Day,Day
685,67,18,40.92158,-73.80969,40.92158,-73.80969,2017-10-24 8:04,2017-10-24 8:34,0:30,8:04:00,8:34:00,2017,10,24,2017-10-24,8,8,Right hand shoulder blocked ,2,0,24,73,0,Hutchinson River Pkwy S,County Highways,R,Pelham,Westchester,NY,10803,US,US/Eastern,KLGA,2017-10-24 8:11,2017-10-24 8:11,71.1,Day,Day,0,84,29.84,10,SSE,20.7,0,Overcast,0,0,0,0,1,0,0,0,0,0,0,0,Day,Day,Day,Day
686,67,18,40.92158,-73.80969,40.92158,-73.80969,2018-11-09 8:03,2018-11-09 8:33,0:30,8:03:00,8:33:00,2018,11,9,2018-11-09,8,8,Right hand shoulder blocked ,2,0,24,71,0,Hutchinson River Pkwy S,County Highways,R,Pelham,Westchester,NY,10803,US,US/Eastern,KLGA,2018-11-09 7:51,2018-11-09 7:51,46,Day,Day,41.4,61,30.33,10,NE,9.2,0,Mostly Cloudy,0,0,0,0,1,0,0,0,0,0,0,0,Day,Day,Day,Day
687,67,18,40.92158,-73.80969,40.92158,-73.80969,2018-10-29 9:57,2018-10-29 10:27,0:30,9:57:00,10:27:00,2018,10,29,2018-10-29,9,10,Right hand shoulder blocked ,2,0,28,79,0,Hutchinson River Pkwy S,County Highways,R,Pelham,Westchester,NY,10803,US,US/Eastern,KLGA,2018-10-29 9:51,2018-10-29 9:51,52,Day,Day,0,71,29.74,10,West,11.5,0,Overcast,0,0,0,0,1,0,0,0,0,0,0,0,Day,Day,Day,Day
688,67,18,40.92158,-73.80969,40.92158,-73.80969,2016-09-26 10:12,2016-09-26 10:41,0:29,10:12:00,10:41:00,2016,9,26,2016-09-26,10,10,Right hand shoulder blocked ,2,0,35,82,0,Hutchinson River Pkwy S,County Highways,R,Pelham,Westchester,NY,10803,US,US/Eastern,KLGA,2016-09-26 9:51,2016-09-26 9:51,64.9,Day,Day,0,50,30.19,10,NE,6.9,0,Mostly Cloudy,0,0,0,0,1,0,0,0,0,0,0,0,Day,Day,Day,Day
689,67,18,40.92158,-73.80969,0,0,2016-11-04 10:23,2016-11-04 10:53,0:30,10:23:00,10:53:00,2016,11,4,2016-11-04,10,10,Right hand shoulder blocked ,2,0.01,35,88,0,Hutchinson River Pkwy S,County Highways,R,Pelham,Westchester,NY,10803,US,US/Eastern,KLGA,2016-11-04 10:51,2016-11-04 10:51,57.9,Day,Day,0,49,30.14,10,NNW,12.7,0,Scattered Clouds,0,0,0,0,1,0,0,0,0,0,0,0,Day,Day,Day,Day
690,67,18,40.92158,-73.80969,0,0,2017-04-24 11:16,2017-04-24 11:46,0:30,11:16:00,11:46:00,2017,4,24,2017-04-24,11,11,Right hand shoulder blocked ,2,0.01,37,82,0,Hutchinson River Pkwy S,County Highways,R,Pelham,Westchester,NY,10803,US,US/Eastern,KLGA,2017-04-24 10:51,2017-04-24 10:51,55.9,Day,Day,0,62,30.17,10,NNE,5.8,0,Overcast,0,0,0,0,1,0,0,0,0,0,0,0,Day,Day,Day,Day
691,67,18,40.92158,-73.80969,40.92158,-73.80969,2016-10-11 13:27,2016-10-11 14:20,0:53,13:27:00,14:20:00,2016,10,11,2016-10-11,13,14,Shoulder blocked,2,0,25,78,0,Hutchinson River Pkwy S,County Highways,R,Pelham,Westchester,NY,10803,US,US/Eastern,KLGA,2016-10-11 13:51,2016-10-11 13:51,62.1,Day,Day,0,52,30.44,10,NE,4.6,0,Scattered Clouds,0,0,0,0,1,0,0,0,0,0,0,0,Day,Day,Day,Day
692,67,18,40.92158,-73.80969,0,0,2017-10-19 13:15,2017-10-19 14:00,0:45,13:15:00,14:00:00,2017,10,19,2017-10-19,13,14,Right lane blocked,2,0,25,78,0,Hutchinson River Pkwy S,County Highways,R,Pelham,Westchester,NY,10803,US,US/Eastern,KLGA,2017-10-19 12:51,2017-10-19 12:51,69.1,Day,Day,0,36,30.19,10,WSW,15,0,Partly Cloudy,0,0,0,0,1,0,0,0,0,0,0,0,Day,Day,Day,Day
693,67,18,40.92158,-73.80969,40.92158,-73.80969,2016-07-29 15:33,2016-07-29 16:32,0:59,15:33:00,16:32:00,2016,7,29,2016-07-29,15,16,Right hand shoulder blocked ,2,0,26,82,0,Hutchinson River Pkwy S,County Highways,R,Pelham,Westchester,NY,10803,US,US/Eastern,KLGA,2016-07-29 15:51,2016-07-29 15:51,82.9,Day,Day,0,60,29.83,10,NE,8.1,0,Partly Cloudy,0,0,0,0,1,0,0,0,0,0,0,0,Day,Day,Day,Day
694,67,18,40.92158,-73.80969,40.92158,-73.80969,2018-08-06 17:07,2018-08-06 17:37,0:30,17:07:00,17:37:00,2018,8,6,2018-08-06,17,17,Right hand shoulder blocked ,2,0,20,71,0,Hutchinson River Pkwy S,County Highways,R,Pelham,Westchester,NY,10803,US,US/Eastern,KLGA,2018-08-06 16:51,2018-08-06 16:51,90,Day,Day,0,54,30,10,SSE,9.2,0,Scattered Clouds,0,0,0,0,1,0,0,0,0,0,0,0,Day,Day,Day,Day
695,67,18,40.92158,-73.80969,40.92158,-73.80969,2017-09-26 18:39,2017-09-26 19:09,0:30,18:39:00,19:09:00,2017,9,26,2017-09-26,18,19,Right hand shoulder blocked ,2,0,21,82,0,Hutchinson River Pkwy S,County Highways,R,Pelham,Westchester,NY,10803,US,US/Eastern,KLGA,2017-09-26 18:51,2017-09-26 18:51,75.9,Day,Day,0,76,29.97,10,South,8.1,0,Mostly Cloudy,0,0,0,0,1,0,0,0,0,0,0,0,Day,Day,Day,Day
696,89,15,40.92799,-73.84019,0,0,2016-11-04 3:00,2016-11-04 3:44,0:44,3:00:00,3:44:00,2016,11,4,2016-11-04,3,3,Right and center lane blocked,2,0.01,60,88,0,Cross County Pkwy W,County Highways,R,Mount Vernon,Westchester,NY,10552,US,US/Eastern,KLGA,2016-11-04 2:51,2016-11-04 2:51,57.9,Night,Night,0,65,29.97,10,NW,11.5,0,Overcast,0,0,0,0,0,0,0,0,0,0,0,0,Night,Night,Night,Night
697,89,15,40.92799,-73.84019,40.92799,-73.84019,2016-08-03 6:41,2016-08-03 7:11,0:30,6:41:00,7:11:00,2016,8,3,2016-08-03,6,7,Shoulder blocked,2,0,29,78,0,Cross County Pkwy W,County Highways,R,Mount Vernon,Westchester,NY,10552,US,US/Eastern,KLGA,2016-08-03 6:51,2016-08-03 6:51,69.1,Day,Day,0,78,30.16,10,NNE,9.2,0,Partly Cloudy,0,0,0,0,0,0,0,0,0,0,0,0,Day,Day,Day,Day
698,89,15,40.92799,-73.84019,40.92799,-73.84019,2017-11-06 6:48,2017-11-06 7:18,0:30,6:48:00,7:18:00,2017,11,6,2017-11-06,6,7,Right lane blocked,2,0,29,78,0,Cross County Pkwy W,County Highways,R,Mount Vernon,Westchester,NY,10552,US,US/Eastern,KLGA,2017-11-06 6:51,2017-11-06 6:51,63,Day,Day,0,90,29.92,10,South,10.4,0,Overcast,0,0,0,0,0,0,0,0,0,0,0,0,Day,Day,Day,Day
699,89,15,40.92799,-73.84019,40.92799,-73.84019,2018-06-26 7:18,2018-06-26 7:48,0:30,7:18:00,7:48:00,2018,6,26,2018-06-26,7,7,Right hand shoulder blocked ,2,0,23,82,0,Cross County Pkwy W,County Highways,R,Mount Vernon,Westchester,NY,10552,US,US/Eastern,KLGA,2018-06-26 6:51,2018-06-26 6:51,64.9,Day,Day,0,63,30.25,10,NE,9.2,0,Partly Cloudy,0,0,0,0,0,0,0,0,0,0,0,0,Day,Day,Day,Day
700,89,15,40.92799,-73.84019,40.92799,-73.84019,2016-09-22 8:39,2016-09-22 9:04,0:25,8:39:00,9:04:00,2016,9,22,2016-09-22,8,9,Right hand shoulder blocked ,2,0,24,78,0,Cross County Pkwy W,County Highways,R,Mount Vernon,Westchester,NY,10552,US,US/Eastern,KLGA,2016-09-22 8:51,2016-09-22 8:51,73.9,Day,Day,0,50,30.16,10,NE,4.6,0,Partly Cloudy,0,0,0,0,0,0,0,0,0,0,0,0,Day,Day,Day,Day
701,89,15,40.92799,-73.84019,0,0,2016-12-08 8:03,2016-12-08 8:32,0:29,8:03:00,8:32:00,2016,12,8,2016-12-08,8,8,Right hand shoulder blocked ,2,0.01,24,78,0,Cross County Pkwy W,County Highways,R,Mount Vernon,Westchester,NY,10552,US,US/Eastern,KLGA,2016-12-08 7:51,2016-12-08 7:51,43,Day,Day,38.2,56,29.98,10,WNW,8.1,0,Mostly Cloudy,0,0,0,0,0,0,0,0,0,0,0,0,Day,Day,Day,Day
702,89,15,40.92799,-73.84019,40.92799,-73.84019,2018-03-20 8:14,2018-03-20 8:43,0:29,8:14:00,8:43:00,2018,3,20,2018-03-20,8,8,Right hand shoulder blocked ,2,0,24,82,0,Cross County Pkwy W,County Highways,R,Mount Vernon,Westchester,NY,10552,US,US/Eastern,KLGA,2018-03-20 7:51,2018-03-20 7:51,30.9,Day,Day,21.7,43,29.97,10,NNE,11.5,0,Mostly Cloudy,0,0,0,0,0,0,0,0,0,0,0,0,Day,Day,Day,Day
703,89,15,40.92799,-73.84019,40.92799,-73.84019,2018-08-01 15:44,2018-08-01 16:14,0:30,15:44:00,16:14:00,2018,8,1,2018-08-01,15,16,Right hand shoulder blocked ,2,0,26,74,0,Cross County Pkwy W,County Highways,R,Mount Vernon,Westchester,NY,10552,US,US/Eastern,KLGA,2018-08-01 15:51,2018-08-01 15:51,91,Day,Day,0,48,29.98,10,WSW,15,0,Scattered Clouds,0,0,0,0,0,0,0,0,0,0,0,0,Day,Day,Day,Day
